Text,Category,Noun,Personal Pronoun,Adverb,Verb,Adjective,Preposition,Modal,Conjunction,Determiner,Verb present,Verb past,Verb past participle
 She will be taking a gap year after she graduates.,Future Tense,,,,,,,,,,,,
 We will be celebrating our th wedding anniversary next year.,Future Tense,,,,,,,,,,,,
 He will have completed his PhD by then.,Future Tense,,,,,,,,,,,,
 I will be visiting my family in two weeks.,Future Tense,,,,,,,,,,,,
 She will have published her book by the end of the year.,Future Tense,,,,,,,,,,,,
 We will be launching our new website in a month.,Future Tense,,,,,,,,,,,,
 I will have learned a new language by next year.,Future Tense,,,,,,,,,,,,
 He will be taking a break from work in a few months.,Future Tense,,,,,,,,,,,,
 I will be getting a promotion at work in the next few months.,Future Tense,,,,,,,,,,,,
 She will have painted her bedroom by next week.,Future Tense,,,,,,,,,,,,
 We will be hosting a dinner party for our friends next month.,Future Tense,,,,,,,,,,,,
 He will have finished his book by then.,Future Tense,,,,,,,,,,,,
 I will be going on a cruise in two weeks.,Future Tense,,,,,,,,,,,,
 She will have finished her course by the end of the year.,Future Tense,,,,,,,,,,,,
 We will be attending a concert in a few days.,Future Tense,,,,,,,,,,,,
 I will have saved up enough money for a new house by next year.,Future Tense,,,,,,,,,,,,
 He will be starting a new business venture in a few months.,Future Tense,,,,,,,,,,,,
 I will be travelling to Africa in six months.,Future Tense,,,,,,,,,,,,
 She will have completed her degree by then.,Future Tense,,,,,,,,,,,,
 We will be launching our new product in two weeks.,Future Tense,,,,,,,,,,,,
 I will have moved to a new state by next year.,Future Tense,,,,,,,,,,,,
 He will be getting married in a month.,Future Tense,,,,,,,,,,,,
 I will be launching my own website in a few weeks.,Future Tense,,,,,,,,,,,,
 She will have finished her research paper by then.,Future Tense,,,,,,,,,,,,
 We will be taking a family vacation to Hawaii in two months.,Future Tense,,,,,,,,,,,,
 I will have enrolled in a new course by the end of the year.,Future Tense,,,,,,,,,,,,
 He will be finishing his novel by next summer.,Future Tense,,,,,,,,,,,,
 I will be visiting a new country in six months.,Future Tense,,,,,,,,,,,,
 She will have completed her internship by then.,Future Tense,,,,,,,,,,,,
 We will be hosting a barbecue for our neighbors next weekend.,Future Tense,,,,,,,,,,,,
 I will have achieved my goal of becoming a lawyer by next year.,Future Tense,,,,,,,,,,,,
 He will be taking a sabbatical from work in a few months.,Future Tense,,,,,,,,,,,,
 I will be starting my own company in two years.,Future Tense,,,,,,,,,,,,
 She will have finished her book by the end of the year.,Future Tense,,,,,,,,,,,,
 We will be going on a road trip in a month.,Future Tense,,,,,,,,,,,,
 I will have learnt a new skill by then.,Future Tense,,,,,,,,,,,,
 He will be starting his own business in a few weeks.,Future Tense,,,,,,,,,,,,
 I will be attending the conference in a month.,Future Tense,,,,,,,,,,,,
 She will have won the award by the end of the year.,Future Tense,,,,,,,,,,,,
 We will be launching our new product in two weeks.,Future Tense,,,,,,,,,,,,
 I will have saved up enough money for my dream home by next year.,Future Tense,,,,,,,,,,,,
 He will be taking a break from work in a few months.,Future Tense,,,,,,,,,,,,
 I will be going on a safari in six months.,Future Tense,,,,,,,,,,,,
 She will have finished her degree by then.,Future Tense,,,,,,,,,,,,
 We will be celebrating our th wedding anniversary next year.,Future Tense,,,,,,,,,,,,
 I will have completed my certification by the end of the year.,Future Tense,,,,,,,,,,,,
 He will be travelling around the world in a year.,Future Tense,,,,,,,,,,,,
 I will be running a marathon in two weeks.,Future Tense,,,,,,,,,,,,
 She will have made her first million by next year.,Future Tense,,,,,,,,,,,,
 We will be opening a new store next month.,Future Tense,,,,,,,,,,,,
 I will have taken up a new hobby by then.,Future Tense,,,,,,,,,,,,
 He will be retiring from his job in five years.,Future Tense,,,,,,,,,,,,
 I will be visiting my family in two weeks.,Future Tense,,,,,,,,,,,,
 She will have published her book by the end of the year.,Future Tense,,,,,,,,,,,,
 We will be hosting a party for our son's birthday in a month.,Future Tense,,,,,,,,,,,,
 I will have moved to a new city by the end of the year.,Future Tense,,,,,,,,,,,,
 He will be graduating from college next summer.,Future Tense,,,,,,,,,,,,
 I will be getting a promotion at work in the next few months.,Future Tense,,,,,,,,,,,,
 She will have finished her project by next month.,Future Tense,,,,,,,,,,,,
 We will be going on a beach holiday in two weeks.,Future Tense,,,,,,,,,,,,
 I will have completed my studies by next year.,Future Tense,,,,,,,,,,,,
 He will be taking on a new job in the next few weeks.,Future Tense,,,,,,,,,,,,
 I will be attending the conference in two weeks.,Future Tense,,,,,,,,,,,,
 She will have painted her bedroom by next week.,Future Tense,,,,,,,,,,,,
 We will be celebrating our th wedding anniversary in two months.,Future Tense,,,,,,,,,,,,
 I will have bought a new car by the end of the year.,Future Tense,,,,,,,,,,,,
 He will have earned his master's degree by next spring.,Future Tense,,,,,,,,,,,,
 I will be running my first marathon in a year.,Future Tense,,,,,,,,,,,,
 She will have moved into her new home by the end of the month.,Future Tense,,,,,,,,,,,,
 We will be hosting a dinner party for our friends next month.,Future Tense,,,,,,,,,,,,
 I will have started my own business by next year.,Future Tense,,,,,,,,,,,,
 He will have completed his PhD by then.,Future Tense,,,,,,,,,,,,
 I will be taking a gap year after she graduates.,Future Tense,,,,,,,,,,,,
 She will have finished her course by the end of the year.,Future Tense,,,,,,,,,,,,
 We will be launching our new website in a month.,Future Tense,,,,,,,,,,,,
 I will have learned a new language by next year.,Future Tense,,,,,,,,,,,,
 He will be going on a trip to Asia next summer.,Future Tense,,,,,,,,,,,,
 I will have enrolled in a new course by the end of the year.,Future Tense,,,,,,,,,,,,
 She will have saved up enough money for a new house by next year.,Future Tense,,,,,,,,,,,,
 We will be taking a family vacation to Hawaii in two months.,Future Tense,,,,,,,,,,,,
 He will have finished his book by then.,Future Tense,,,,,,,,,,,,
 I am eating breakfast.,Present Tense,,,,,,,,,,,,
 He is running late.,Present Tense,,,,,,,,,,,,
 She is singing a song.,Present Tense,,,,,,,,,,,,
 It is raining outside.,Present Tense,,,,,,,,,,,,
 We are going to the park.,Present Tense,,,,,,,,,,,,
 You are watching TV.,Present Tense,,,,,,,,,,,,
 They are playing a game.,Present Tense,,,,,,,,,,,,
 I am reading a book.,Present Tense,,,,,,,,,,,,
 He is studying for an exam.,Present Tense,,,,,,,,,,,,
 She is writing a letter.,Present Tense,,,,,,,,,,,,
 It is snowing heavily.,Present Tense,,,,,,,,,,,,
 We are having a picnic.,Present Tense,,,,,,,,,,,,
 You are sleeping soundly.,Present Tense,,,,,,,,,,,,
 They are making a cake.,Present Tense,,,,,,,,,,,,
 I am listening to music.,Present Tense,,,,,,,,,,,,
 He is painting a picture.,Present Tense,,,,,,,,,,,,
 She is cooking dinner.,Present Tense,,,,,,,,,,,,
 It is thundering outside.,Present Tense,,,,,,,,,,,,
 We are going to the beach.,Present Tense,,,,,,,,,,,,
 You are doing homework.,Present Tense,,,,,,,,,,,,
 They are going shopping.,Present Tense,,,,,,,,,,,,
 I am washing the dishes.,Present Tense,,,,,,,,,,,,
 He is mowing the lawn.,Present Tense,,,,,,,,,,,,
 She is ironing a shirt.,Present Tense,,,,,,,,,,,,
 It is windy today.,Present Tense,,,,,,,,,,,,
 We are having a barbecue.,Present Tense,,,,,,,,,,,,
 You are taking a nap.,Present Tense,,,,,,,,,,,,
 They are playing soccer.,Present Tense,,,,,,,,,,,,
 I am walking the dog.,Present Tense,,,,,,,,,,,,
 He is checking his email.,Present Tense,,,,,,,,,,,,
 She is organizing her desk.,Present Tense,,,,,,,,,,,,
 It is getting dark outside.,Present Tense,,,,,,,,,,,,
 We are going to the movies.,Present Tense,,,,,,,,,,,,
 You are talking on the phone.,Present Tense,,,,,,,,,,,,
 They are playing cards.,Present Tense,,,,,,,,,,,,
 I am making breakfast.,Present Tense,,,,,,,,,,,,
 He is working in the garden.,Present Tense,,,,,,,,,,,,
 She is making a cake.,Present Tense,,,,,,,,,,,,
 It is raining cats and dogs.,Present Tense,,,,,,,,,,,,
 We are going to the library.,Present Tense,,,,,,,,,,,,
 You are taking a shower.,Present Tense,,,,,,,,,,,,
 They are having a party.,Present Tense,,,,,,,,,,,,
 I am baking cookies.,Present Tense,,,,,,,,,,,,
 He is getting ready for work.,Present Tense,,,,,,,,,,,,
 She is brushing her hair.,Present Tense,,,,,,,,,,,,
 It is sunny and warm.,Present Tense,,,,,,,,,,,,
 We are going to the circus.,Present Tense,,,,,,,,,,,,
 You are doing the laundry.,Present Tense,,,,,,,,,,,,
 They are eating lunch.,Present Tense,,,,,,,,,,,,
 I am watching a movie.,Present Tense,,,,,,,,,,,,
 He is writing a story.,Present Tense,,,,,,,,,,,,
 She is calling her friend.,Present Tense,,,,,,,,,,,,
 It is foggy outside.,Present Tense,,,,,,,,,,,,
 We are flying a kite.,Present Tense,,,,,,,,,,,,
 You are painting the walls.,Present Tense,,,,,,,,,,,,
 They are playing tag.,Present Tense,,,,,,,,,,,,
 I am watering the plants.,Present Tense,,,,,,,,,,,,
 He is going for a jog.,Present Tense,,,,,,,,,,,,
 She is cleaning the house.,Present Tense,,,,,,,,,,,,
 It is snowing softly.,Present Tense,,,,,,,,,,,,
 We are visiting the zoo.,Present Tense,,,,,,,,,,,,
 You are eating ice cream.,Present Tense,,,,,,,,,,,,
 They are washing the car.,Present Tense,,,,,,,,,,,,
 I am tidying my room.,Present Tense,,,,,,,,,,,,
 He is going to the store.,Present Tense,,,,,,,,,,,,
 She is gardening.,Present Tense,,,,,,,,,,,,
 It is hailing outside.,Present Tense,,,,,,,,,,,,
 We are playing hide-and-seek.,Present Tense,,,,,,,,,,,,
 You are taking a walk.,Present Tense,,,,,,,,,,,,
 They are going to the gym.,Present Tense,,,,,,,,,,,,
 I am fixing a meal.,Present Tense,,,,,,,,,,,,
 He is surfing the web.,Present Tense,,,,,,,,,,,,
 She is sending a text.,Present Tense,,,,,,,,,,,,
 It is cloudy and cool.,Present Tense,,,,,,,,,,,,
 We are having a sleepover.,Present Tense,,,,,,,,,,,,
 You are studying for a test.,Present Tense,,,,,,,,,,,,
 They are roasting marshmallows.,Present Tense,,,,,,,,,,,,
 I am washing the car.,Present Tense,,,,,,,,,,,,
 He is making a sandwich.,Present Tense,,,,,,,,,,,,
 She is cleaning the windows.,Present Tense,,,,,,,,,,,,
 It is raining heavily.,Present Tense,,,,,,,,,,,,
 We are going to the lake.,Present Tense,,,,,,,,,,,,
 You are playing video games.,Present Tense,,,,,,,,,,,,
 They are mowing the lawn.,Present Tense,,,,,,,,,,,,
 I am going to the mall.,Present Tense,,,,,,,,,,,,
 He is watching a documentary.,Present Tense,,,,,,,,,,,,
 She is organizing her room.,Present Tense,,,,,,,,,,,,
 It is hot outside.,Present Tense,,,,,,,,,,,,
 We are going on a hike.,Present Tense,,,,,,,,,,,,
 You are taking a bath.,Present Tense,,,,,,,,,,,,
 They are playing basketball.,Present Tense,,,,,,,,,,,,
 I am doing the dishes.,Present Tense,,,,,,,,,,,,
 He is doing his homework.,Present Tense,,,,,,,,,,,,
 She is writing an essay.,Present Tense,,,,,,,,,,,,
 It is snowing heavily.,Present Tense,,,,,,,,,,,,
 We are going to the museum.,Present Tense,,,,,,,,,,,,
 You are eating dinner.,Present Tense,,,,,,,,,,,,
 They are making a snowman.,Present Tense,,,,,,,,,,,,
 I am checking my emails.,Present Tense,,,,,,,,,,,,
 He is getting dressed.,Present Tense,,,,,,,,,,,,
